,id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.isActive,away.venue.id,away.logo,away.conferenceId,away.alternateColor,season,status.type.altDetail,groups.id,groups.name,groups.shortName,groups.isConference,tournamentId
0,313310154,s:40~l:41~e:313310154~c:313310154,2011-11-27T16:30Z,0,True,True,False,False,"[{'type': 'event', 'headline': 'OLD SPICE CLASSIC AT ORLANDO FL'}]",2011-11-27T16:30Z,0,N/A,2222,HP Field House,Orlando,FL,0.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,154,s:40~l:41~t:154,Wake Forest,Demon Deacons,WAKE,Wake Forest Demon Deacons,Wake Forest,9E7E38,000000,True,2120,https://a.espncdn.com/i/teamlogos/ncaa/500/154.png,2,2641,s:40~l:41~t:2641,Texas Tech,Red Raiders,TTU,Texas Tech Red Raiders,Texas Tech,C80025,True,2047,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,8,231f20,2012,,,,,,
0,313312352,s:40~l:41~e:313312352~c:313312352,2011-11-27T17:00Z,0,True,False,False,False,[],2011-11-27T17:00Z,0,N/A,2093,Reitz Arena,Baltimore,MD,2100.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2352,s:40~l:41~t:2352,Loyola (MD),Greyhounds,L-MD,Loyola (MD) Greyhounds,Loyola (MD),76a7a0,c9cbca,True,2093,https://a.espncdn.com/i/teamlogos/ncaa/500/2352.png,13,526,s:40~l:41~t:526,Florida Gulf Coast,Eagles,FGCU,Florida Gulf Coast Eagles,FGCU,00885a,True,2101,https://a.espncdn.com/i/teamlogos/ncaa/500/526.png,46,076c3b,2012,,,,,,
0,313312199,s:40~l:41~e:313312199~c:313312199,2011-11-27T17:00Z,3711,True,False,False,False,"[{'type': 'event', 'headline': 'SPARTAN INVITATIONAL'}]",2011-11-27T17:00Z,0,N/A,2109,Convocation Center (MI),Ypsilanti,MI,8800.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2199,s:40~l:41~t:2199,Eastern Michigan,Eagles,EMU,Eastern Michigan Eagles,E Michigan,00331b,f0f0f0,True,2109,https://a.espncdn.com/i/teamlogos/ncaa/500/2199.png,14,127,s:40~l:41~t:127,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan State,18453B,True,1987,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,7,ffffff,2012,,,,,,
0,313310104,s:40~l:41~e:313310104~c:313310104,2011-11-27T17:00Z,0,True,True,False,False,"[{'type': 'event', 'headline': 'TICKETCITY LEGENDS CLASSIC AT KINGSTON RI'}]",2011-11-27T17:00Z,0,N/A,2179,Ryan Center,Kingston,RI,8000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,104,s:40~l:41~t:104,Boston University,Terriers,BU,Boston University Terriers,Boston U,cc0000,ffffff,True,1999,https://a.espncdn.com/i/teamlogos/ncaa/500/104.png,1,2275,s:40~l:41~t:2275,Hofstra,Pride,HOF,Hofstra Pride,Hofstra,00337c,True,2058,https://a.espncdn.com/i/teamlogos/ncaa/500/2275.png,10,f6c934,2012,,,,,,
0,313310356,s:40~l:41~e:313310356~c:313310356,2011-11-27T18:00Z,14065,True,False,False,False,[],2011-11-27T18:00Z,0,N/A,2127,State Farm Center,Champaign,IL,15500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,356,s:40~l:41~t:356,Illinois,Fighting Illini,ILL,Illinois Fighting Illini,Illinois,f77329,fa6300,True,2127,https://a.espncdn.com/i/teamlogos/ncaa/500/356.png,7,2130,s:40~l:41~t:2130,Chicago State,Cougars,CHIC,Chicago State Cougars,Chicago State,006700,True,1951,https://a.espncdn.com/i/teamlogos/ncaa/500/2130.png,30,,2012,,,,,,
0,313310265,s:40~l:41~e:313310265~c:313310265,2011-11-27T18:30Z,0,True,True,False,False,"[{'type': 'event', 'headline': '76 CLASSIC AT ANAHEIM CA'}]",2011-11-27T18:30Z,0,N/A,2560,Anaheim Convention Center,Anaheim,CA,0.0,False,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,265,s:40~l:41~t:265,Washington State,Cougars,WSU,Washington State Cougars,Washington St,94022a,6a747c,True,2052,https://a.espncdn.com/i/teamlogos/ncaa/500/265.png,21,27,s:40~l:41~t:27,UC Riverside,Highlanders,UCR,UC Riverside Highlanders,UC Riverside,14234F,True,2082,https://a.espncdn.com/i/teamlogos/ncaa/500/27.png,9,,2012,,,,,,
0,313312529,s:40~l:41~e:313312529~c:313312529,2011-11-27T19:00Z,434,True,False,False,False,[],2011-11-27T19:00Z,0,N/A,1916,William H. Pitt Center,Fairfield,CT,2062.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2529,s:40~l:41~t:2529,Sacred Heart,Pioneers,SHU,Sacred Heart Pioneers,Sacred Heart,a40012,c29472,True,1916,https://a.espncdn.com/i/teamlogos/ncaa/500/2529.png,19,225,s:40~l:41~t:225,Brown,Bears,BRWN,Brown Bears,Brown,411e09,True,2036,https://a.espncdn.com/i/teamlogos/ncaa/500/225.png,12,949300,2012,,,,,,
0,313312443,s:40~l:41~e:313312443~c:313312443,2011-11-27T19:00Z,356,True,False,False,False,[],2011-11-27T19:00Z,0,N/A,1926,Lakefront Arena,New Orleans,LA,8785.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2443,s:40~l:41~t:2443,New Orleans,Privateers,UNO,New Orleans Privateers,New Orleans,2b3986,a2a9ae,True,1926,https://a.espncdn.com/i/teamlogos/ncaa/500/2443.png,25,2016,s:40~l:41~t:2016,Alcorn State,Braves,ALCN,Alcorn State Braves,Alcorn State,4b0058,True,2072,https://a.espncdn.com/i/teamlogos/ncaa/500/2016.png,26,46166a,2012,,,,,,
0,313312050,s:40~l:41~e:313312050~c:313312050,2011-11-27T19:00Z,3055,True,False,False,False,[],2011-11-27T19:00Z,0,N/A,299,Worthen Arena,Muncie,IN,11500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2050,s:40~l:41~t:2050,Ball State,Cardinals,BALL,Ball State Cardinals,Ball State,DA0000,ffffff,True,299,https://a.espncdn.com/i/teamlogos/ncaa/500/2050.png,14,502,s:40~l:41~t:502,Calumet College,Crimson Wave,CAL,Calumet College Crimson Wave,Calumet College of S,,False,,,,,2012,,,,,,
0,313310311,s:40~l:41~e:313310311~c:313310311,2011-11-27T19:00Z,1069,True,False,False,False,[],2011-11-27T19:00Z,0,N/A,14,Harold Alfond Arena,Orono,ME,5712.0,False,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,311,s:40~l:41~t:311,Maine,Black Bears,ME,Maine Black Bears,Maine,127dbe,,True,4605,https://a.espncdn.com/i/teamlogos/ncaa/500/311.png,1,107,s:40~l:41~t:107,Holy Cross,Crusaders,HC,Holy Cross Crusaders,Holy Cross,0a0a0a,True,137,https://a.espncdn.com/i/teamlogos/ncaa/500/107.png,22,080808,2012,,,,,,
0,313310189,s:40~l:41~e:313310189~c:313310189,2011-11-27T19:00Z,1268,True,False,False,False,[],2011-11-27T19:00Z,0,N/A,2220,Stroh Center,Bowling Green,OH,4347.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,189,s:40~l:41~t:189,Bowling Green,Falcons,BGSU,Bowling Green Falcons,Bowling Green,2b1000,492000,True,2220,https://a.espncdn.com/i/teamlogos/ncaa/500/189.png,14,218,s:40~l:41~t:218,Temple,Owls,TEM,Temple Owls,Temple,A80532,True,2011,https://a.espncdn.com/i/teamlogos/ncaa/500/218.png,3,a7a9ac,2012,,,,,,
0,313310163,s:40~l:41~e:313310163~c:313310163,2011-11-27T19:00Z,0,True,True,False,False,"[{'type': 'event', 'headline': 'TICKETCITY LEGENDS CLASSIC AT LEWISBURG PA'}]",2011-11-27T19:00Z,0,N/A,2208,Sojka Pavilion,Lewisburg,PA,4000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,163,s:40~l:41~t:163,Princeton,Tigers,PRIN,Princeton Tigers,Princeton,ff9408,080808,True,1900,https://a.espncdn.com/i/teamlogos/ncaa/500/163.png,12,2695,s:40~l:41~t:2695,West Alabama,Tigers,WES,West Alabama Tigers,West Alabama,000000,False,,https://a.espncdn.com/i/teamlogos/ncaa/500/2695.png,,,2012,,,,,,
0,313310087,s:40~l:41~e:313310087~c:313310087,2011-11-27T19:00Z,7138,True,False,False,False,[],2011-11-27T19:00Z,0,N/A,282,Purcell Pavilion,South Bend,IN,9149.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,87,s:40~l:41~t:87,Notre Dame,Fighting Irish,ND,Notre Dame Fighting Irish,Notre Dame,00122b,ae9142,True,282,https://a.espncdn.com/i/teamlogos/ncaa/500/87.png,4,2803,s:40~l:41~t:2803,Bryant,Bulldogs,BRY,Bryant Bulldogs,Bryant,000000,True,2182,https://a.espncdn.com/i/teamlogos/ncaa/500/2803.png,19,9f8343,2012,,,,,,
0,313310009,s:40~l:41~e:313310009~c:313310009,2011-11-27T19:00Z,0,True,True,False,False,"[{'type': 'event', 'headline': 'OLD SPICE CLASSIC AT ORLANDO FL'}]",2011-11-27T19:00Z,0,N/A,2222,HP Field House,Orlando,FL,0.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,9,s:40~l:41~t:9,Arizona State,Sun Devils,ASU,Arizona State Sun Devils,Arizona State,942139,f1f2f3,True,833,https://a.espncdn.com/i/teamlogos/ncaa/500/9.png,21,305,s:40~l:41~t:305,DePaul,Blue Demons,DEP,DePaul Blue Demons,DePaul,2d649c,True,5427,https://a.espncdn.com/i/teamlogos/ncaa/500/305.png,4,ce1125,2012,,,,,,
0,313310227,s:40~l:41~e:313310227~c:313310227,2011-11-27T19:30Z,2737,True,False,False,False,"[{'type': 'event', 'headline': 'TICKETCITY LEGENDS CLASSIC'}]",2011-11-27T19:30Z,0,N/A,2179,Ryan Center,Kingston,RI,8000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,227,s:40~l:41~t:227,Rhode Island,Rams,URI,Rhode Island Rams,Rhode Island,091f3f,5ab3e8,True,2179,https://a.espncdn.com/i/teamlogos/ncaa/500/227.png,3,325,s:40~l:41~t:325,Cleveland State,Vikings,CLEV,Cleveland State Vikings,Cleveland State,006633,True,2143,https://a.espncdn.com/i/teamlogos/ncaa/500/325.png,45,231f20,2012,,,,,,
0,313312636,s:40~l:41~e:313312636~c:313312636,2011-11-27T20:00Z,675,True,False,True,False,[],2011-11-27T20:00Z,0,N/A,2115,UTSA Convocation Center,San Antonio,TX,2650.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2636,s:40~l:41~t:2636,UTSA,Roadrunners,UTSA,UTSA Roadrunners,UTSA,002A5C,f47321,True,2115,https://a.espncdn.com/i/teamlogos/ncaa/500/2636.png,11,2096,s:40~l:41~t:2096,Cameron,Aggies,CAM,Cameron Aggies,Cameron,000000,False,,,,,2012,,,,,,
0,313312567,s:40~l:41~e:313312567~c:313312567,2011-11-27T20:00Z,1492,True,False,False,False,[],2011-11-27T20:00Z,0,N/A,1961,Moody Coliseum,Dallas,TX,7000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2567,s:40~l:41~t:2567,SMU,Mustangs,SMU,SMU Mustangs,SMU,E32F38,ecdcb9,True,1961,https://a.espncdn.com/i/teamlogos/ncaa/500/2567.png,11,290,s:40~l:41~t:290,Georgia Southern,Eagles,GASO,Georgia Southern Eagles,GA Southern,003775,True,2089,https://a.espncdn.com/i/teamlogos/ncaa/500/290.png,24,f0f0f0,2012,,,,,,
0,313310236,s:40~l:41~e:313310236~c:313310236,2011-11-27T20:00Z,2189,True,False,False,False,"[{'type': 'event', 'headline': 'CHATTANOOGA TOURNAMENT'}]",2011-11-27T20:00Z,0,N/A,2146,McKenzie Arena,Chattanooga,TN,10995.0,True,0.0,0:00,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,236,s:40~l:41~t:236,Chattanooga,Mocs,UTC,Chattanooga Mocs,Chattanooga,00386b,dca71d,True,2146,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,24,2241,s:40~l:41~t:2241,Gardner-Webb,Bulldogs,GWEB,Gardner-Webb Bulldogs,Gardner-Webb,c12535,True,2016,https://a.espncdn.com/i/teamlogos/ncaa/500/2241.png,6,909090,2012,OT,,,,,
0,313310172,s:40~l:41~e:313310172~c:313310172,2011-11-27T20:00Z,1119,True,False,False,False,[],2011-11-27T20:00Z,0,N/A,1913,Newman Arena,Ithaca,NY,4473.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,172,s:40~l:41~t:172,Cornell,Big Red,COR,Cornell Big Red,Cornell,d60027,101010,True,1913,https://a.espncdn.com/i/teamlogos/ncaa/500/172.png,12,44,s:40~l:41~t:44,American,Eagles,AMER,American Eagles,American,c41130,True,1910,https://a.espncdn.com/i/teamlogos/ncaa/500/44.png,22,c8102e,2012,,,,,,
0,313312287,s:40~l:41~e:313312287~c:313312287,2011-11-27T20:05Z,3287,True,False,False,False,[],2011-11-27T20:05Z,0,N/A,1932,Redbird Arena,Normal,IL,10200.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2287,s:40~l:41~t:2287,Illinois State,Redbirds,ILST,Illinois State Redbirds,Illinois State,CE1126,ffe716,True,1932,https://a.espncdn.com/i/teamlogos/ncaa/500/2287.png,18,2065,s:40~l:41~t:2065,Bethune-Cookman,Wildcats,BCU,Bethune-Cookman Wildcats,Bethune-Cookman,7b1831,True,2073,https://a.espncdn.com/i/teamlogos/ncaa/500/2065.png,16,e9aa12,2012,,,,,,
0,313312908,s:40~l:41~e:313312908~c:313312908,2011-11-27T21:00Z,417,True,False,False,False,[],2011-11-27T21:00Z,0,N/A,,,,,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2908,s:40~l:41~t:2908,South Carolina Upstate,Spartans,SCUP,South Carolina Upstate Spartans,SC Upstate,008545,000000,True,2070,https://a.espncdn.com/i/teamlogos/ncaa/500/2908.png,46,3129,s:40~l:41~t:3129,Victory University,Eagles,VIC,Victory University Eagles,Victory College,,False,,,,,2012,,,,,,
0,313312450,s:40~l:41~e:313312450~c:313312450,2011-11-27T21:00Z,375,True,False,False,False,[],2011-11-27T21:00Z,0,N/A,1989,Joseph G. Echols Hall,Norfolk,VA,4500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2450,s:40~l:41~t:2450,Norfolk State,Spartans,NORF,Norfolk State Spartans,Norfolk State,046546,,True,1989,https://a.espncdn.com/i/teamlogos/ncaa/500/2450.png,16,2198,s:40~l:41~t:2198,Eastern Kentucky,Colonels,EKU,Eastern Kentucky Colonels,E Kentucky,660819,True,1915,https://a.espncdn.com/i/teamlogos/ncaa/500/2198.png,20,f0f0f0,2012,,,,,,
0,313310399,s:40~l:41~e:313310399~c:313310399,2011-11-27T21:00Z,1623,True,False,False,False,[],2011-11-27T21:00Z,0,N/A,1976,SEFCU Arena,Albany,NY,4538.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,399,s:40~l:41~t:399,Albany,Great Danes,ALB,Albany Great Danes,Albany,3D2777,ffffff,True,1976,https://a.espncdn.com/i/teamlogos/ncaa/500/399.png,1,161,s:40~l:41~t:161,Fairleigh Dickinson,Knights,FDU,Fairleigh Dickinson Knights,Fair. Dickinson,00449C,True,2076,https://a.espncdn.com/i/teamlogos/ncaa/500/161.png,19,a80532,2012,,,,,,
0,313310167,s:40~l:41~e:313310167~c:313310167,2011-11-27T21:00Z,0,True,True,False,False,"[{'type': 'event', 'headline': '76 CLASSIC AT ANAHEIM CA'}]",2011-11-27T21:00Z,0,N/A,2560,Anaheim Convention Center,Anaheim,CA,0.0,False,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,167,s:40~l:41~t:167,New Mexico,Lobos,UNM,New Mexico Lobos,New Mexico,000000,231f20,True,2024,https://a.espncdn.com/i/teamlogos/ncaa/500/167.png,44,103,s:40~l:41~t:103,Boston College,Eagles,BC,Boston College Eagles,Boston College,88001a,True,135,https://a.espncdn.com/i/teamlogos/ncaa/500/103.png,2,a39161,2012,,,,,,
0,313310005,s:40~l:41~e:313310005~c:313310005,2011-11-27T21:00Z,3854,True,False,False,False,[],2011-11-27T21:00Z,0,N/A,2155,Bartow Arena,Birmingham,AL,8500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,5,s:40~l:41~t:5,UAB,Blazers,UAB,UAB Blazers,UAB,054338,ffc845,True,2155,https://a.espncdn.com/i/teamlogos/ncaa/500/5.png,11,2630,s:40~l:41~t:2630,UT Martin,Skyhawks,UTM,UT Martin Skyhawks,UT Martin,FF6700,True,2043,https://a.espncdn.com/i/teamlogos/ncaa/500/2630.png,20,102a5c,2012,,,,,,
0,313312217,s:40~l:41~e:313312217~c:313312217,2011-11-27T21:30Z,0,True,True,False,False,"[{'type': 'event', 'headline': 'OLD SPICE CLASSIC AT ORLANDO FL'}]",2011-11-27T21:30Z,0,N/A,2222,HP Field House,Orlando,FL,0.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2217,s:40~l:41~t:2217,Fairfield,Stags,FAIR,Fairfield Stags,Fairfield,000000,ebebeb,True,2148,https://a.espncdn.com/i/teamlogos/ncaa/500/2217.png,13,282,s:40~l:41~t:282,Indiana State,Sycamores,INST,Indiana State Sycamores,Indiana State,00669a,True,2170,https://a.espncdn.com/i/teamlogos/ncaa/500/282.png,18,f0f0f0,2012,,,,,,
0,313312083,s:40~l:41~e:313312083~c:313312083,2011-11-27T21:30Z,2256,True,False,False,False,"[{'type': 'event', 'headline': 'TICKETCITY LEGENDS CLASSIC'}]",2011-11-27T21:30Z,0,N/A,2208,Sojka Pavilion,Lewisburg,PA,4000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2083,s:40~l:41~t:2083,Bucknell,Bison,BUCK,Bucknell Bison,Bucknell,000060,00316e,True,2208,https://a.espncdn.com/i/teamlogos/ncaa/500/2083.png,22,2413,s:40~l:41~t:2413,Morehead State,Eagles,MORE,Morehead State Eagles,Morehead State,094FA3,True,2174,https://a.espncdn.com/i/teamlogos/ncaa/500/2413.png,20,fed91a,2012,,,,,,
0,313310331,s:40~l:41~e:313310331~c:313310331,2011-11-27T21:35Z,1563,True,False,False,False,[],2011-11-27T21:35Z,0,N/A,1959,Reese Court,Cheney,WA,6000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,331,s:40~l:41~t:331,Eastern Washington,Eagles,EWU,Eastern Washington Eagles,E Washington,a10022,abb4bc,True,1959,https://a.espncdn.com/i/teamlogos/ncaa/500/331.png,5,302,s:40~l:41~t:302,UC Davis,Aggies,UCD,UC Davis Aggies,UC Davis,183563,True,2212,https://a.espncdn.com/i/teamlogos/ncaa/500/302.png,9,bc9305,2012,,,,,,
0,313312635,s:40~l:41~e:313312635~c:313312635,2011-11-27T22:00Z,629,True,False,True,False,[],2011-11-27T22:00Z,0,N/A,2152,Hooper Eblen Center,Cookeville,TN,7500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2635,s:40~l:41~t:2635,Tennessee Tech,Golden Eagles,TNTC,Tennessee Tech Golden Eagles,Tennessee Tech,5A4099,ffde00,True,2152,https://a.espncdn.com/i/teamlogos/ncaa/500/2635.png,20,2726,s:40~l:41~t:2726,Wilberforce,Bulldogs,WILB,Wilberforce Bulldogs,Wilberforce,,False,,,,,2012,,,,,,
0,313310326,s:40~l:41~e:313310326~c:313310326,2011-11-27T22:00Z,1046,True,False,True,False,[],2011-11-27T22:00Z,0,N/A,2010,Strahan Arena at the University Events Center,San Marcos,TX,10000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,326,s:40~l:41~t:326,Texas State,Bobcats,TXST,Texas State Bobcats,Texas State,4e1719,b4975a,True,2010,https://a.espncdn.com/i/teamlogos/ncaa/500/326.png,27,2823,s:40~l:41~t:2823,NW Oklahoma St,Rangers,NWOS,NW Oklahoma St Rangers,NW Oklahoma St,000000,False,,,,,2012,,,,,,
0,313312502,s:40~l:41~e:313312502~c:313312502,2011-11-27T22:30Z,0,True,True,False,False,"[{'type': 'event', 'headline': 'WYOMING JIM THORPE CLASSIC AT PORTLAND OR'}]",2011-11-27T22:30Z,0,N/A,2053,Arena Auditorium,Laramie,WY,11445.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2502,s:40~l:41~t:2502,Portland State,Vikings,PRST,Portland State Vikings,Portland State,00311e,ebebeb,True,6020,https://a.espncdn.com/i/teamlogos/ncaa/500/2502.png,5,2379,s:40~l:41~t:2379,Maryland-Eastern Shore,Hawks,UMES,Maryland-Eastern Shore Hawks,MD-Eastern,5c2301,True,2064,https://a.espncdn.com/i/teamlogos/ncaa/500/2379.png,16,b5b7ba,2012,,,,,,
0,313310259,s:40~l:41~e:313310259~c:313310259,2011-11-27T23:00Z,8710,True,False,False,False,[],2011-11-27T23:00Z,0,N/A,2119,Cassell Coliseum,Blacksburg,VA,9275.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,259,s:40~l:41~t:259,Virginia Tech,Hokies,VT,Virginia Tech Hokies,Virginia Tech,74232D,c2c1ba,True,2119,https://a.espncdn.com/i/teamlogos/ncaa/500/259.png,2,179,s:40~l:41~t:179,St. Bonaventure,Bonnies,SBU,St. Bonaventure Bonnies,St. Bonaventure,70261D,True,2042,https://a.espncdn.com/i/teamlogos/ncaa/500/179.png,3,,2012,,,,,,
0,313312541,s:40~l:41~e:313312541~c:313312541,2011-11-27T23:30Z,0,True,True,False,False,"[{'type': 'event', 'headline': '76 CLASSIC AT ANAHEIM CA'}]",2011-11-27T23:30Z,0,N/A,,,,,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2541,s:40~l:41~t:2541,Santa Clara,Broncos,SCU,Santa Clara Broncos,Santa Clara,690b0b,101010,True,544,https://a.espncdn.com/i/teamlogos/ncaa/500/2541.png,29,222,s:40~l:41~t:222,Villanova,Wildcats,VILL,Villanova Wildcats,Villanova,123d7C,True,1969,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,4,f0f0f0,2012,,,,,,
0,313312608,s:40~l:41~e:313312608~c:313312608,2011-11-28T00:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'SHAMROCK OFFICE SOLUTIONS CLASSIC'}]",2011-11-28T00:00Z,0,N/A,488,University Credit Union Pavilion,Moraga,CA,3500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2608,s:40~l:41~t:2608,Saint Mary's,Gaels,SMC,Saint Mary's Gaels,Saint Mary's,003768,d02f35,True,488,https://a.espncdn.com/i/teamlogos/ncaa/500/2608.png,29,22,s:40~l:41~t:22,San Francisco State,Gators,SFSU,San Francisco State Gators,San Fran St,,False,,,,,2012,,,,,,
0,313312426,s:40~l:41~e:313312426~c:313312426,2011-11-28T00:00Z,1276,True,False,False,False,[],2011-11-28T00:00Z,0,N/A,2176,Alumni Hall (Navy),Annapolis,MD,5710.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2426,s:40~l:41~t:2426,Navy,Midshipmen,NAVY,Navy Midshipmen,Navy,131630,b6a77c,True,2176,https://a.espncdn.com/i/teamlogos/ncaa/500/2426.png,22,116,s:40~l:41~t:116,Mount St. Mary's,Mountaineers,MSM,Mount St. Mary's Mountaineers,Mt. St. Mary's,005596,True,2175,https://a.espncdn.com/i/teamlogos/ncaa/500/116.png,19,ebebeb,2012,,,,,,
0,313312168,s:40~l:41~e:313312168~c:313312168,2011-11-28T00:00Z,0,True,True,False,False,"[{'type': 'event', 'headline': 'OLD SPICE CLASSIC AT ORLANDO FL'}]",2011-11-28T00:00Z,0,N/A,2222,HP Field House,Orlando,FL,0.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2168,s:40~l:41~t:2168,Dayton,Flyers,DAY,Dayton Flyers,Dayton,004B8D,ffffff,True,2039,https://a.espncdn.com/i/teamlogos/ncaa/500/2168.png,3,135,s:40~l:41~t:135,Minnesota,Golden Gophers,MINN,Minnesota Golden Gophers,Minnesota,981a31,True,2094,https://a.espncdn.com/i/teamlogos/ncaa/500/135.png,7,981a31,2012,,,,,,
0,313310301,s:40~l:41~e:313310301~c:313310301,2011-11-28T00:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'AT NEW ORLEANS'}]",2011-11-28T00:00Z,0,N/A,,,,,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,301,s:40~l:41~t:301,San Diego,Toreros,USD,San Diego Toreros,San Diego,2f99d4,2f99d4,True,501,https://a.espncdn.com/i/teamlogos/ncaa/500/301.png,29,2655,s:40~l:41~t:2655,Tulane,Green Wave,TULN,Tulane Green Wave,Tulane,005837,True,2048,https://a.espncdn.com/i/teamlogos/ncaa/500/2655.png,11,3baf29,2012,,,,,,
0,313310084,s:40~l:41~e:313310084~c:313310084,2011-11-28T00:00Z,17265,True,False,False,False,[],2011-11-28T00:00Z,0,N/A,2092,Simon Skjodt Assembly Hall,Bloomington,IN,17222.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,84,s:40~l:41~t:84,Indiana,Hoosiers,IU,Indiana Hoosiers,Indiana,7D110C,eeedeb,True,2092,https://a.espncdn.com/i/teamlogos/ncaa/500/84.png,7,2086,s:40~l:41~t:2086,Butler,Bulldogs,BUT,Butler Bulldogs,Butler,0d1361,True,2032,https://a.espncdn.com/i/teamlogos/ncaa/500/2086.png,45,00a3e0,2012,,,,,,
0,313312751,s:40~l:41~e:313312751~c:313312751,2011-11-28T02:00Z,4083,True,False,False,False,"[{'type': 'event', 'headline': 'WYOMING JIM THORPE CLASSIC'}]",2011-11-28T02:00Z,0,N/A,2053,Arena Auditorium,Laramie,WY,11445.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2751,s:40~l:41~t:2751,Wyoming,Cowboys,WYO,Wyoming Cowboys,Wyoming,533B22,ffffff,True,2053,https://a.espncdn.com/i/teamlogos/ncaa/500/2751.png,44,2348,s:40~l:41~t:2348,Louisiana Tech,Bulldogs,LT,Louisiana Tech Bulldogs,Louisiana Tech,002d65,True,1982,https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png,30,d3313a,2012,,,,,,
