,id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,status.type.altDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.logo,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.logo,season,series.type,series.title,series.summary,series.completed,series.totalCompetitions,series.competitors
0,281008019,s:40~l:46~e:281008019~c:281008019,2008-10-08T23:00Z,13617,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-08T23:00Z,18,EXH,4042,Amway Arena,Orlando,FL,17461.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,19,s:40~l:46~t:19,Orlando,Magic,ORL,Orlando Magic,Magic,0860A8,c4ced3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png,30,s:40~l:46~t:30,Charlotte,Bobcats,CHA,Charlotte Bobcats,Bobcats,FE3310,008ca8,False,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png,2009,,,,,,
0,281008020,s:40~l:46~e:281008020~c:281008020,2008-10-08T23:00Z,9074,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-08T23:00Z,18,EXH,,,,,,,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,20,s:40~l:46~t:20,Philadelphia,76ers,PHI,Philadelphia 76ers,76ers,000000,f1f2f3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,2009,,,,,,
0,281008028,s:40~l:46~e:281008028~c:281008028,2008-10-08T23:00Z,15274,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-08T23:00Z,18,EXH,1838,Scotiabank Arena,Toronto,ON,19800.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,28,s:40~l:46~t:28,Toronto,Raptors,TOR,Toronto Raptors,Raptors,CE0F41,061922,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/tor.png,18,s:40~l:46~t:18,New York,Knicks,NY,New York Knicks,Knicks,225EA8,f58426,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png,2009,,,,,,
0,281008008,s:40~l:46~e:281008008~c:281008008,2008-10-08T23:30Z,13704,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-08T23:30Z,18,EXH,3419,The Palace of Auburn Hills,Detroit,MI,22076.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,15,s:40~l:46~t:15,Milwaukee,Bucks,MIL,Milwaukee Bucks,Bucks,003813,f0ebd2,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png,2009,,,,,,
0,281008029,s:40~l:46~e:281008029~c:281008029,2008-10-09T00:00Z,7176,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-09T00:00Z,18,EXH,1392,FedExForum,Memphis,TN,18400.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,29,s:40~l:46~t:29,Memphis,Grizzlies,MEM,Memphis Grizzlies,Grizzlies,5D76A8,7399c6,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mem.png,27,s:40~l:46~t:27,Washington,Wizards,WSH,Washington Wizards,Wizards,0E3764,e31837,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png,2009,,,,,,
0,281008016,s:40~l:46~e:281008016~c:281008016,2008-10-09T01:00Z,3817,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-09T01:00Z,18,EXH,3425,MetraPark,Billings,MT,0.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,16,s:40~l:46~t:16,Minnesota,Timberwolves,MIN,Minnesota Timberwolves,Timberwolves,0E3764,c4ced3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png,25,s:40~l:46~t:25,Oklahoma City,Thunder,OKC,Oklahoma City Thunder,Thunder,1C3F2C,f05133,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/okc.png,2009,,,,,,
0,281008021,s:40~l:46~e:281008021~c:281008021,2008-10-09T02:00Z,18422,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-09T02:00Z,18,EXH,1949,Phoenix Suns Arena,Phoenix,AZ,18055.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,21,s:40~l:46~t:21,Phoenix,Suns,PHX,Phoenix Suns,Suns,23006A,f1f2f3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png,1,s:40~l:46~t:1,Atlanta,Hawks,ATL,Atlanta Hawks,Hawks,002B5C,002b5c,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png,2009,,,,,,
0,281008022,s:40~l:46~e:281008022~c:281008022,2008-10-09T02:00Z,17847,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-09T02:00Z,18,EXH,3423,Moda Center,Portland,OR,19441.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,22,s:40~l:46~t:22,Portland,Trail Blazers,POR,Portland Trail Blazers,Trail Blazers,000000,bac3c9,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png,9,s:40~l:46~t:9,Golden State,Warriors,GS,Golden State Warriors,Warriors,00275D,fdb927,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/gs.png,2009,,,,,,
0,281009014,s:40~l:46~e:281009014~c:281009014,2008-10-09T18:00Z,14532,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-09T18:00Z,18,EXH,,,,,,,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,OT,14,s:40~l:46~t:14,Miami,Heat,MIA,Miami Heat,Heat,000000,000000,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mia.png,17,s:40~l:46~t:17,New Jersey,Nets,NJ,New Jersey Nets,Nets,06143F,ffffff,False,,2009,,,,,,
0,281009004,s:40~l:46~e:281009004~c:281009004,2008-10-10T00:30Z,16440,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-10T00:30Z,18,EXH,1847,United Center,Chicago,IL,20917.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,4,s:40~l:46~t:4,Chicago,Bulls,CHI,Chicago Bulls,Bulls,000000,000000,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png,6,s:40~l:46~t:6,Dallas,Mavericks,DAL,Dallas Mavericks,Mavericks,0C479D,c4ced3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png,2009,,,,,,
0,281009010,s:40~l:46~e:281009010~c:281009010,2008-10-10T00:30Z,12642,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-10T00:30Z,18,EXH,1394,Toyota Center (Houston),Houston,TX,18055.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,10,s:40~l:46~t:10,Houston,Rockets,HOU,Houston Rockets,Rockets,D40026,c4ced3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,2009,,,,,,
0,281009026,s:40~l:46~e:281009026~c:281009026,2008-10-10T01:00Z,18761,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-10T01:00Z,18,EXH,3093,Vivint Smart Home Arena,Salt Lake City,UT,18306.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,26,s:40~l:46~t:26,Utah,Jazz,UTAH,Utah Jazz,Jazz,06143F,f9a01b,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png,21,s:40~l:46~t:21,Phoenix,Suns,PHX,Phoenix Suns,Suns,23006A,f1f2f3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png,2009,,,,,,
0,281009013,s:40~l:46~e:281009013~c:281009013,2008-10-10T02:00Z,9557,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-10T02:00Z,18,EXH,914,SaveMart Center,Fresno,CA,13800.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,542582,552582,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,12,s:40~l:46~t:12,LA,Clippers,LAC,LA Clippers,Clippers,FA0028,f1f2f3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lac.png,2009,,,,,,
0,281010011,s:40~l:46~e:281010011~c:281010011,2008-10-10T23:00Z,9105,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-10T23:00Z,18,EXH,684,Allen County War Memorial Coliseum,Fort Wayne,IN,0.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,11,s:40~l:46~t:11,Indiana,Pacers,IND,Indiana Pacers,Pacers,061642,00275d,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ind.png,4,s:40~l:46~t:4,Chicago,Bulls,CHI,Chicago Bulls,Bulls,000000,000000,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/chi.png,2009,,,,,,
0,281010019,s:40~l:46~e:281010019~c:281010019,2008-10-10T23:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-10T23:00Z,18,EXH,,,,,,,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,19,s:40~l:46~t:19,Orlando,Magic,ORL,Orlando Magic,Magic,0860A8,c4ced3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png,137,s:40~l:46~t:137,CSKA Moscow,CSKA,CSK,CSKA Moscow CSKA,CSKA,,,False,,2009,,,,,,
0,281010020,s:40~l:46~e:281010020~c:281010020,2008-10-10T23:00Z,8710,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-10T23:00Z,18,EXH,1845,Wells Fargo Center,Philadelphia,PA,20155.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,20,s:40~l:46~t:20,Philadelphia,76ers,PHI,Philadelphia 76ers,76ers,000000,f1f2f3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phi.png,18,s:40~l:46~t:18,New York,Knicks,NY,New York Knicks,Knicks,225EA8,f58426,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/ny.png,2009,,,,,,
0,281010027,s:40~l:46~e:281010027~c:281010027,2008-10-10T23:00Z,11124,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-10T23:00Z,18,EXH,1823,Capital One Arena,Washington,DC,20600.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,27,s:40~l:46~t:27,Washington,Wizards,WSH,Washington Wizards,Wizards,0E3764,e31837,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/wsh.png,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,2009,,,,,,
0,281010002,s:40~l:46~e:281010002~c:281010002,2008-10-10T23:30Z,9444,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-10T23:30Z,18,EXH,146,Dunkin Donuts Center,Providence,RI,13000.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,fdbb30,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,2009,,,,,,
0,281010022,s:40~l:46~e:281010022~c:281010022,2008-10-11T00:00Z,12457,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-11T00:00Z,18,EXH,2561,Sprint Center,Kansas City,MO,0.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,22,s:40~l:46~t:22,Portland,Trail Blazers,POR,Portland Trail Blazers,Trail Blazers,000000,bac3c9,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/por.png,1,s:40~l:46~t:1,Atlanta,Hawks,ATL,Atlanta Hawks,Hawks,002B5C,002b5c,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/atl.png,2009,,,,,,
0,281010029,s:40~l:46~e:281010029~c:281010029,2008-10-11T00:00Z,7763,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-11T00:00Z,18,EXH,1392,FedExForum,Memphis,TN,18400.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,29,s:40~l:46~t:29,Memphis,Grizzlies,MEM,Memphis Grizzlies,Grizzlies,5D76A8,7399c6,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mem.png,30,s:40~l:46~t:30,Charlotte,Bobcats,CHA,Charlotte Bobcats,Bobcats,FE3310,008ca8,False,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cha.png,2009,,,,,,
0,281010015,s:40~l:46~e:281010015~c:281010015,2008-10-11T00:30Z,4289,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-11T00:30Z,18,EXH,4012,LaCrosse Center,La Crosse,WI,0.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,15,s:40~l:46~t:15,Milwaukee,Bucks,MIL,Milwaukee Bucks,Bucks,003813,f0ebd2,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png,6,s:40~l:46~t:6,Dallas,Mavericks,DAL,Dallas Mavericks,Mavericks,0C479D,c4ced3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/dal.png,2009,,,,,,
0,281010024,s:40~l:46~e:281010024~c:281010024,2008-10-11T00:30Z,18047,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-11T00:30Z,18,EXH,780,AT&T Center,San Antonio,TX,18354.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,3,s:40~l:46~t:3,New Orleans,Hornets,NO,New Orleans Hornets,Hornets,0093B1,b4975a,False,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/no.png,2009,,,,,,
0,281010007,s:40~l:46~e:281010007~c:281010007,2008-10-11T01:00Z,9535,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-11T01:00Z,18,EXH,892,Ball Arena,Denver,CO,19520.0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,7,s:40~l:46~t:7,Denver,Nuggets,DEN,Denver Nuggets,Nuggets,0860A8,fdb927,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png,16,s:40~l:46~t:16,Minnesota,Timberwolves,MIN,Minnesota Timberwolves,Timberwolves,0E3764,c4ced3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/min.png,2009,,,,,,
0,281010023,s:40~l:46~e:281010023~c:281010023,2008-10-11T02:00Z,9004,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-11T02:00Z,18,EXH,2247,Sleep Train Arena,Sacramento,CA,17317.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,23,s:40~l:46~t:23,Sacramento,Kings,SAC,Sacramento Kings,Kings,393996,8e9090,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sac.png,25,s:40~l:46~t:25,Oklahoma City,Thunder,OKC,Oklahoma City Thunder,Thunder,1C3F2C,f05133,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/okc.png,2009,,,,,,
0,281011002,s:40~l:46~e:281011002~c:281011002,2008-10-11T23:30Z,9393,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-11T23:30Z,18,EXH,,,,,,,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,10,s:40~l:46~t:10,Houston,Rockets,HOU,Houston Rockets,Rockets,D40026,c4ced3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/hou.png,2009,,,,,,
0,281011015,s:40~l:46~e:281011015~c:281011015,2008-10-12T00:30Z,11122,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-12T00:30Z,18,EXH,2099,BMO Harris Bradley Center,Milwaukee,WI,18717.0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,15,s:40~l:46~t:15,Milwaukee,Bucks,MIL,Milwaukee Bucks,Bucks,003813,f0ebd2,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/mil.png,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,2009,,,,,,
0,281011021,s:40~l:46~e:281011021~c:281011021,2008-10-12T02:00Z,16236,True,False,False,False,"[{'type': 'event', 'headline': 'NBA PRESEASON'}]",2008-10-12T02:00Z,18,EXH,,,,,,,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,,21,s:40~l:46~t:21,Phoenix,Suns,PHX,Phoenix Suns,Suns,23006A,f1f2f3,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/phx.png,7,s:40~l:46~t:7,Denver,Nuggets,DEN,Denver Nuggets,Nuggets,0860A8,fdb927,True,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/den.png,2009,,,,,,
