id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,game_id,season_type,season,status.type.altDetail,groups.id,groups.name,groups.shortName,groups.isConference,tournamentId,PBP,team_box,player_box
290732415,s:40~l:41~e:290732415~c:290732415,2009-03-14T23:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""MEAC MEN'S TOURNAMENT - FINAL AT WINSTON-SALEM NC""""""""""""""""""""""""""""""""}]",2009-03-14T23:00Z,0,N/A,2120,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,14665,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2415,s:40~l:41~t:2415,Morgan State,Bears,MORG,Morgan State Bears,Morgan State,014786,f47937,TRUE,2021,https://a.espncdn.com/i/teamlogos/ncaa/500/2415.png,16,2450,s:40~l:41~t:2450,Norfolk State,Spartans,NORF,Norfolk State Spartans,Norfolk State,046546,"",TRUE,1989,https://a.espncdn.com/i/teamlogos/ncaa/500/2450.png,16,290732415,2,2009,"",16,Mid-Eastern Athletic Conference,MEAC,TRUE,,TRUE,TRUE,TRUE
290730142,s:40~l:41~e:290730142~c:290730142,2009-03-14T22:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""PHILLIPS 66 BIG 12 MEN'S CHAMPIONSHIP - FINAL AT OKLAHOMA CITY OK""""""""""""""""""""""""""""""""}]",2009-03-14T22:00Z,1,STD,2559,Paycom Center,Oklahoma City,OK,18203,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,142,s:40~l:41~t:142,Missouri,Tigers,MIZ,Missouri Tigers,Missouri,000000,000000,TRUE,2071,https://a.espncdn.com/i/teamlogos/ncaa/500/142.png,8,239,s:40~l:41~t:239,Baylor,Bears,BAY,Baylor Bears,Baylor,004834,ffb81c,TRUE,1049,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,8,290730142,2,2009,"",8,Big 12 Conference,Big 12,TRUE,5,TRUE,TRUE,TRUE
290730009,s:40~l:41~e:290730009~c:290730009,2009-03-14T22:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""PAC-10 MEN'S TOURNAMENT - FINAL AT LOS ANGELES CA""""""""""""""""""""""""""""""""}]",2009-03-14T22:00Z,,"",1841,STAPLES Center,Los Angeles,CA,19068,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,9,s:40~l:41~t:9,Arizona State,Sun Devils,ASU,Arizona State Sun Devils,Arizona State,942139,f1f2f3,TRUE,833,https://a.espncdn.com/i/teamlogos/ncaa/500/9.png,21,30,s:40~l:41~t:30,USC,Trojans,USC,USC Trojans,USC,ffc72c,ae2531,TRUE,1918,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,21,290730009,2,2009,"",21,Pac-12 Conference,Pac-12,TRUE,25,TRUE,TRUE,TRUE
290730218,s:40~l:41~e:290730218~c:290730218,2009-03-14T22:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""ATLANTIC 10 MEN'S CHAMPIONSHIP - FINAL AT ATLANTIC CITY NJ""""""""""""""""""""""""""""""""}]",2009-03-14T22:00Z,1,STD,,"","","",,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,218,s:40~l:41~t:218,Temple,Owls,TEM,Temple Owls,Temple,A80532,a7a9ac,TRUE,2011,https://a.espncdn.com/i/teamlogos/ncaa/500/218.png,3,2184,s:40~l:41~t:2184,Duquesne,Dukes,DUQ,Duquesne Dukes,Duquesne,002D62,b90b2e,TRUE,1958,https://a.espncdn.com/i/teamlogos/ncaa/500/2184.png,3,290730218,2,2009,"",3,Atlantic 10 Conference,A 10,TRUE,,TRUE,TRUE,TRUE
290730356,s:40~l:41~e:290730356~c:290730356,2009-03-14T20:05Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""BIG TEN MEN'S TOURNAMENT - SEMIFINALS AT INDIANAPOLIS IN""""""""""""""""""""""""""""""""}]",2009-03-14T20:05Z,9,QRR,2183,Bankers Life Fieldhouse,Indianapolis,IN,17923,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,356,s:40~l:41~t:356,Illinois,Fighting Illini,ILL,Illinois Fighting Illini,Illinois,f77329,fa6300,TRUE,2127,https://a.espncdn.com/i/teamlogos/ncaa/500/356.png,7,2509,s:40~l:41~t:2509,Purdue,Boilermakers,PUR,Purdue Boilermakers,Purdue,B89D29,a4a9ad,TRUE,399,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,7,290730356,2,2009,"",7,Big Ten Conference,Big Ten,TRUE,9,TRUE,TRUE,TRUE
290730150,s:40~l:41~e:290730150~c:290730150,2009-03-14T20:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""ACC MEN'S TOURNAMENT - SEMIFINALS AT ATLANTA GA""""""""""""""""""""""""""""""""}]",2009-03-14T20:00Z,1,STD,3495,Georgia Dome,Atlanta,GA,0,FALSE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,150,s:40~l:41~t:150,Duke,Blue Devils,DUKE,Duke Blue Devils,Duke,001A57,f1f2f3,TRUE,1914,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,2,120,s:40~l:41~t:120,Maryland,Terrapins,MD,Maryland Terrapins,Maryland,D5002B,ffcd00,TRUE,2133,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,2,290730150,2,2009,"",2,Atlantic Coast Conference,ACC,TRUE,3,TRUE,TRUE,TRUE
290732736,s:40~l:41~e:290732736~c:290732736,2009-03-14T19:30Z,0,TRUE,FALSE,FALSE,FALSE,[],2009-03-14T19:30Z,0,N/A,2120,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,14665,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2736,s:40~l:41~t:2736,Winston Salem,Rams,WSSU,Winston Salem Rams,Win Salem,bb0100,"",TRUE,2034,https://a.espncdn.com/i/teamlogos/ncaa/500/2736.png,43,2428,s:40~l:41~t:2428,North Carolina Central,Eagles,NCCU,North Carolina Central Eagles,NC Central,880023,c2c3c0,TRUE,2081,https://a.espncdn.com/i/teamlogos/ncaa/500/2428.png,43,290732736,2,2009,"",,"","",,,TRUE,TRUE,TRUE
290732633,s:40~l:41~e:290732633~c:290732633,2009-03-14T19:15Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""SEC MEN'S TOURNAMENT - SEMIFINALS AT TAMPA FL""""""""""""""""""""""""""""""""}]",2009-03-14T19:15Z,,"",1396,Amalie Arena,Tampa,FL,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2633,s:40~l:41~t:2633,Tennessee,Volunteers,TENN,Tennessee Volunteers,Tennessee,EE9627,ffffff,TRUE,2044,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,23,2,s:40~l:41~t:2,Auburn,Tigers,AUB,Auburn Tigers,Auburn,03244d,f1f2f3,TRUE,1953,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,23,290732633,2,2009,"",23,Southeastern Conference,SEC,TRUE,27,TRUE,TRUE,TRUE
290730127,s:40~l:41~e:290730127~c:290730127,2009-03-14T17:40Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""BIG TEN MEN'S TOURNAMENT - SEMIFINALS AT INDIANAPOLIS IN""""""""""""""""""""""""""""""""}]",2009-03-14T17:40Z,9,QRR,2183,Bankers Life Fieldhouse,Indianapolis,IN,17923,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,127,s:40~l:41~t:127,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan State,18453B,ffffff,TRUE,1987,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,7,194,s:40~l:41~t:194,Ohio State,Buckeyes,OSU,Ohio State Buckeyes,Ohio State,de3129,666666,TRUE,317,https://a.espncdn.com/i/teamlogos/ncaa/500/194.png,7,290730127,2,2009,"",7,Big Ten Conference,Big Ten,TRUE,9,TRUE,TRUE,TRUE
290730153,s:40~l:41~e:290730153~c:290730153,2009-03-14T17:30Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""ACC MEN'S TOURNAMENT - SEMIFINALS AT ATLANTA GA""""""""""""""""""""""""""""""""}]",2009-03-14T17:30Z,1,STD,3495,Georgia Dome,Atlanta,GA,0,FALSE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,153,s:40~l:41~t:153,North Carolina,Tar Heels,UNC,North Carolina Tar Heels,North Carolina,99bfe5,13294b,TRUE,207,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,2,52,s:40~l:41~t:52,Florida State,Seminoles,FSU,Florida State Seminoles,Florida State,782F40,ceb888,TRUE,1952,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,2,290730153,2,2009,"",2,Atlantic Coast Conference,ACC,TRUE,3,TRUE,TRUE,TRUE
290730099,s:40~l:41~e:290730099~c:290730099,2009-03-14T17:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""SEC MEN'S TOURNAMENT - SEMIFINALS AT TAMPA FL""""""""""""""""""""""""""""""""}]",2009-03-14T17:00Z,,"",1396,Amalie Arena,Tampa,FL,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,99,s:40~l:41~t:99,LSU,Tigers,LSU,LSU Tigers,LSU,fdd023,2b0d57,TRUE,557,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png,23,344,s:40~l:41~t:344,Mississippi State,Bulldogs,MSST,Mississippi State Bulldogs,Mississippi St,762123,c8c8c8,TRUE,2095,https://a.espncdn.com/i/teamlogos/ncaa/500/344.png,23,290730099,2,2009,"",23,Southeastern Conference,SEC,TRUE,27,TRUE,TRUE,TRUE
290730235,s:40~l:41~e:290730235~c:290730235,2009-03-14T15:35Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""C-USA MEN'S CHAMPIONSHIP - FINAL AT MEMPHIS TN""""""""""""""""""""""""""""""""}]",2009-03-14T15:35Z,0,N/A,1392,FedExForum,Memphis,TN,18400,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,235,s:40~l:41~t:235,Memphis,Tigers,MEM,Memphis Tigers,Memphis,003087,898d8d,TRUE,1392,https://a.espncdn.com/i/teamlogos/ncaa/500/235.png,11,202,s:40~l:41~t:202,Tulsa,Golden Hurricane,TLSA,Tulsa Golden Hurricane,Tulsa,004371,ee3b33,TRUE,2049,https://a.espncdn.com/i/teamlogos/ncaa/500/202.png,11,290730235,2,2009,"",11,Conference USA,C-USA,TRUE,,TRUE,TRUE,TRUE
290732066,s:40~l:41~e:290732066~c:290732066,2009-03-14T15:00Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""AMERICA EAST MEN'S CHAMPIONSHIP - FINAL""""""""""""""""""""""""""""""""}]",2009-03-14T15:00Z,0,N/A,,"","","",,,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2066,s:40~l:41~t:2066,Binghamton,Bearcats,BING,Binghamton Bearcats,Binghamton,00614A,f0f0f0,TRUE,1924,https://a.espncdn.com/i/teamlogos/ncaa/500/2066.png,1,2378,s:40~l:41~t:2378,UMBC,Retrievers,UMBC,UMBC Retrievers,UMBC,000000,ad860a,TRUE,6008,https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png,1,290732066,2,2009,"",1,America East Conference,Am. East,TRUE,,TRUE,TRUE,TRUE
290720026,s:40~l:41~e:290720026~c:290720026,2009-03-14T03:30Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""PAC-10 MEN'S TOURNAMENT - SEMIFINALS AT LOS ANGELES CA""""""""""""""""""""""""""""""""}]",2009-03-14T03:30Z,,"",1841,STAPLES Center,Los Angeles,CA,19068,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,26,s:40~l:41~t:26,UCLA,Bruins,UCLA,UCLA Bruins,UCLA,005C8E,ffc72c,TRUE,479,https://a.espncdn.com/i/teamlogos/ncaa/500/26.png,21,30,s:40~l:41~t:30,USC,Trojans,USC,USC Trojans,USC,ffc72c,ae2531,TRUE,1918,https://a.espncdn.com/i/teamlogos/ncaa/500/30.png,21,290720026,2,2009,"",21,Pac-12 Conference,Pac-12,TRUE,25,TRUE,TRUE,TRUE
290720254,s:40~l:41~e:290720254~c:290720254,2009-03-14T03:30Z,0,TRUE,FALSE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""MOUNTAIN WEST MEN'S CHAMPIONSHIP - SEMIFINALS AT LAS VEGAS NV""""""""""""""""""""""""""""""""}]",2009-03-14T03:30Z,1,STD,2083,Thomas & Mack Center,Las Vegas,NV,18000,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,254,s:40~l:41~t:254,Utah,Utes,UTAH,Utah Utes,Utah,890012,7e8083,TRUE,2196,https://a.espncdn.com/i/teamlogos/ncaa/500/254.png,44,2751,s:40~l:41~t:2751,Wyoming,Cowboys,WYO,Wyoming Cowboys,Wyoming,533B22,ffffff,TRUE,2053,https://a.espncdn.com/i/teamlogos/ncaa/500/2751.png,44,290720254,2,2009,"",44,Mountain West Conference,Mountain West,TRUE,,TRUE,TRUE,TRUE
290720299,s:40~l:41~e:290720299~c:290720299,2009-03-14T03:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""BIG WEST MEN'S TOURNAMENT - SEMIFINALS AT ANAHEIM CA""""""""""""""""""""""""""""""""}]",2009-03-14T03:00Z,0,N/A,2560,Anaheim Convention Center,Anaheim,CA,0,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,299,s:40~l:41~t:299,Long Beach State,Beach,LBSU,Long Beach State Beach,Long Beach St,000000,f1f2f3,TRUE,539,https://a.espncdn.com/i/teamlogos/ncaa/500/299.png,9,279,s:40~l:41~t:279,Pacific,Tigers,PAC,Pacific Tigers,Pacific,F47820,c2c3c0,TRUE,553,https://a.espncdn.com/i/teamlogos/ncaa/500/279.png,9,290720299,2,2009,"",9,Big West Conference,Big West,TRUE,,TRUE,TRUE,TRUE
290722608,s:40~l:41~e:290722608~c:290722608,2009-03-14T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2009-03-14T02:00Z,0,N/A,488,University Credit Union Pavilion,Moraga,CA,3500,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2608,s:40~l:41~t:2608,Saint Mary's,Gaels,SMC,Saint Mary's Gaels,Saint Mary's,003768,d02f35,TRUE,488,https://a.espncdn.com/i/teamlogos/ncaa/500/2608.png,29,331,s:40~l:41~t:331,Eastern Washington,Eagles,EWU,Eastern Washington Eagles,E Washington,a10022,abb4bc,TRUE,1959,https://a.espncdn.com/i/teamlogos/ncaa/500/331.png,5,290722608,2,2009,"",,"","",,,TRUE,TRUE,TRUE
290720189,s:40~l:41~e:290720189~c:290720189,2009-03-14T02:00Z,0,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""""""""""""""""""""""""""MAC MEN'S TOURNAMENT - SEMIFINALS AT CLEVELAND OH""""""""""""""""""""""""""""""""}]",2009-03-14T02:00Z,0,N/A,3417,Rocket Mortgage FieldHouse,Cleveland,OH,19432,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,189,s:40~l:41~t:189,Bowling Green,Falcons,BGSU,Bowling Green Falcons,Bowling Green,2b1000,492000,TRUE,2220,https://a.espncdn.com/i/teamlogos/ncaa/500/189.png,14,2006,s:40~l:41~t:2006,Akron,Zips,AKR,Akron Zips,Akron,00285e,84754e,TRUE,2203,https://a.espncdn.com/i/teamlogos/ncaa/500/2006.png,14,290720189,2,2009,"",14,Mid-American Conference,MAC,TRUE,,TRUE,TRUE,TRUE
