id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,game_id,season_type,groups.id,groups.name,groups.shortName,groups.isConference,status.type.altDetail,season,tournamentId,PBP
400785500,s:40~l:41~e:400785500~c:400785500,2015-03-19T00:00Z,4942,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2015-03-19T00:00Z,,"",1932,Redbird Arena,Normal,IL,10000,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2287,s:40~l:41~t:2287,Illinois State,Redbirds,ILST,Illinois State Redbirds,Illinois State,CE1126,ffe716,TRUE,1932,https://a.espncdn.com/i/teamlogos/ncaa/500/2287.png,18,2739,s:40~l:41~t:2739,Green Bay,Phoenix,GB,Green Bay Phoenix,Green Bay,006633,b21038,TRUE,522,https://a.espncdn.com/i/teamlogos/ncaa/500/2739.png,45,400785500,3,,"","",,"",2015,21,TRUE
400785476,s:40~l:41~e:400785476~c:400785476,2015-03-18T23:30Z,3624,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2015-03-18T23:30Z,,"",4486,Robins Center,Richmond,VA,7201,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,257,s:40~l:41~t:257,Richmond,Spiders,RICH,Richmond Spiders,Richmond,9e0712,b90b2e,TRUE,4486,https://a.espncdn.com/i/teamlogos/ncaa/500/257.png,3,2597,s:40~l:41~t:2597,St. Francis (BKN),Terriers,SFBK,St. Francis (BKN) Terriers,St Francis BK,113682,"",TRUE,4941,https://a.espncdn.com/i/teamlogos/ncaa/500/2597.png,19,400785476,3,,"","",,"",2015,21,TRUE
400785494,s:40~l:41~e:400785494~c:400785494,2015-03-18T23:15Z,4736,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2015-03-18T23:15Z,,"",1940,Chartway Arena,Norfolk,VA,8472,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,295,s:40~l:41~t:295,Old Dominion,Monarchs,ODU,Old Dominion Monarchs,Old Dominion,00507d,a1d2f1,TRUE,1940,https://a.espncdn.com/i/teamlogos/ncaa/500/295.png,11,2127,s:40~l:41~t:2127,Charleston Southern,Buccaneers,CHSO,Charleston Southern Buccaneers,Charleston So,2e3192,ded090,TRUE,2187,https://a.espncdn.com/i/teamlogos/ncaa/500/2127.png,6,400785494,3,,"","",,"",2015,21,TRUE
400785496,s:40~l:41~e:400785496~c:400785496,2015-03-18T23:00Z,6045,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2015-03-18T23:00Z,,"",1956,Gampel Pavilion,Storrs,CT,10167,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,41,s:40~l:41~t:41,UConn,Huskies,CONN,UConn Huskies,UConn,001d40,f1f2f3,TRUE,1956,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,62,9,s:40~l:41~t:9,Arizona State,Sun Devils,ASU,Arizona State Sun Devils,Arizona State,942139,f1f2f3,TRUE,833,https://a.espncdn.com/i/teamlogos/ncaa/500/9.png,21,400785496,3,,"","",,"",2015,21,TRUE
400785495,s:40~l:41~e:400785495~c:400785495,2015-03-18T23:00Z,3862,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2015-03-18T23:00Z,,"",2011,Liacouras Center,Philadelphia,PA,10206,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,218,s:40~l:41~t:218,Temple,Owls,TEM,Temple Owls,Temple,A80532,a7a9ac,TRUE,2011,https://a.espncdn.com/i/teamlogos/ncaa/500/218.png,62,2083,s:40~l:41~t:2083,Bucknell,Bison,BUCK,Bucknell Bison,Bucknell,000060,00316e,TRUE,2208,https://a.espncdn.com/i/teamlogos/ncaa/500/2083.png,22,400785495,3,,"","",,"",2015,21,TRUE
400785503,s:40~l:41~e:400785503~c:400785503,2015-03-18T03:00Z,1436,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2015-03-18T03:00Z,,"",820,Maples Pavilion,Stanford,CA,7233,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,24,s:40~l:41~t:24,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,A80532,ffffff,TRUE,820,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,21,302,s:40~l:41~t:302,UC Davis,Aggies,UCD,UC Davis Aggies,UC Davis,002855,c3c4c6,TRUE,2212,https://a.espncdn.com/i/teamlogos/ncaa/500/302.png,9,400785503,3,,"","",,"",2015,21,TRUE
400785499,s:40~l:41~e:400785499~c:400785499,2015-03-18T01:00Z,2583,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2015-03-18T01:00Z,,"",2114,Reed Arena,College Station,TX,12989,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,245,s:40~l:41~t:245,Texas A&M,Aggies,TA&M,Texas A&M Aggies,Texas A&M,5C0025,ffffff,TRUE,2114,https://a.espncdn.com/i/teamlogos/ncaa/500/245.png,23,149,s:40~l:41~t:149,Montana,Grizzlies,MONT,Montana Grizzlies,Montana,751D4A,666666,TRUE,1995,https://a.espncdn.com/i/teamlogos/ncaa/500/149.png,5,400785499,3,,"","",,"",2015,21,TRUE
400785479,s:40~l:41~e:400785479~c:400785479,2015-03-18T01:00Z,3376,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2015-03-18T01:00Z,,"",2022,CFSB Center,Murray,KY,8600,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,93,s:40~l:41~t:93,Murray State,Racers,MUR,Murray State Racers,Murray State,002148,000e00,TRUE,2022,https://a.espncdn.com/i/teamlogos/ncaa/500/93.png,20,2638,s:40~l:41~t:2638,UTEP,Miners,UTEP,UTEP Miners,UTEP,ff8200,041e42,TRUE,2117,https://a.espncdn.com/i/teamlogos/ncaa/500/2638.png,11,400785479,3,,"","",,"",2015,21,TRUE
400785477,s:40~l:41~e:400785477~c:400785477,2015-03-18T01:00Z,2348,TRUE,TRUE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2015-03-18T01:00Z,,"",1925,Coleman Coliseum,Tuscaloosa,AL,15383,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,356,s:40~l:41~t:356,Illinois,Fighting Illini,ILL,Illinois Fighting Illini,Illinois,f77329,fa6300,TRUE,2127,https://a.espncdn.com/i/teamlogos/ncaa/500/356.png,7,333,s:40~l:41~t:333,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Alabama,690014,f1f2f3,TRUE,1925,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,23,400785477,3,,"","",,"",2015,21,TRUE
400785501,s:40~l:41~e:400785501~c:400785501,2015-03-18T00:15Z,2547,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2015-03-18T00:15Z,,"",2049,Donald W. Reynolds Center,Tulsa,OK,8355,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,202,s:40~l:41~t:202,Tulsa,Golden Hurricane,TLSA,Tulsa Golden Hurricane,Tulsa,004371,ee3b33,TRUE,2049,https://a.espncdn.com/i/teamlogos/ncaa/500/202.png,62,2729,s:40~l:41~t:2729,William & Mary,Tribe,W&M,William & Mary Tribe,William & Mary,103217,f6b220,TRUE,2200,https://a.espncdn.com/i/teamlogos/ncaa/500/2729.png,10,400785501,3,,"","",,"",2015,21,TRUE
400785478,s:40~l:41~e:400785478~c:400785478,2015-03-17T23:30Z,6904,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2015-03-17T23:30Z,,"",1982,Thomas Assembly Center,Ruston,LA,8000,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2348,s:40~l:41~t:2348,Louisiana Tech,Bulldogs,LT,Louisiana Tech Bulldogs,Louisiana Tech,002d65,d3313a,TRUE,1982,https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png,11,2117,s:40~l:41~t:2117,Central Michigan,Chippewas,CMU,Central Michigan Chippewas,C Michigan,6a0032,ffffff,TRUE,2087,https://a.espncdn.com/i/teamlogos/ncaa/500/2117.png,14,400785478,3,,"","",,"",2015,21,TRUE
400785498,s:40~l:41~e:400785498~c:400785498,2015-03-17T23:00Z,3049,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2015-03-17T23:00Z,1,STD,2025,Petersen Events Center,Pittsburgh,PA,12508,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,221,s:40~l:41~t:221,Pittsburgh,Panthers,PITT,Pittsburgh Panthers,Pittsburgh,003263,231f20,TRUE,2025,https://a.espncdn.com/i/teamlogos/ncaa/500/221.png,2,45,s:40~l:41~t:45,George Washington,Colonials,GW,George Washington Colonials,G Washington,002843,e8d2a1,TRUE,2125,https://a.espncdn.com/i/teamlogos/ncaa/500/45.png,3,400785498,3,,"","",,"",2015,21,TRUE
400785497,s:40~l:41~e:400785497~c:400785497,2015-03-17T23:00Z,1612,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2015-03-17T23:00Z,,"",1985,Watsco Center,Coral Gables,FL,7972,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2390,s:40~l:41~t:2390,Miami,Hurricanes,MIA,Miami Hurricanes,Miami,004325,f0f0f0,TRUE,1985,https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png,2,2428,s:40~l:41~t:2428,North Carolina Central,Eagles,NCCU,North Carolina Central Eagles,NC Central,880023,c2c3c0,TRUE,2081,https://a.espncdn.com/i/teamlogos/ncaa/500/2428.png,16,400785497,3,,"","",,"",2015,21,TRUE
400785480,s:40~l:41~e:400785480~c:400785480,2015-03-17T23:00Z,0,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2015-03-17T23:00Z,,"",2179,Ryan Center,Kingston,RI,8000,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,227,s:40~l:41~t:227,Rhode Island,Rams,URI,Rhode Island Rams,Rhode Island,091f3f,5ab3e8,TRUE,2179,https://a.espncdn.com/i/teamlogos/ncaa/500/227.png,3,314,s:40~l:41~t:314,Iona,Gaels,IONA,Iona Gaels,Iona,8c001a,f6a704,TRUE,2001,https://a.espncdn.com/i/teamlogos/ncaa/500/314.png,13,400785480,3,,"","",,"",2015,21,TRUE
400785257,s:40~l:41~e:400785257~c:400785257,2015-03-15T19:30Z,17213,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"BIG TEN MEN'S TOURNAMENT - FINAL""""}]",2015-03-15T19:30Z,9,QRR,1847,United Center,Chicago,IL,20917,TRUE,0,0:00,3,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,275,s:40~l:41~t:275,Wisconsin,Badgers,WISC,Wisconsin Badgers,Wisconsin,A00002,f7f7f7,TRUE,348,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,7,127,s:40~l:41~t:127,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan State,18453B,ffffff,TRUE,1987,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,7,400785257,2,7,Big Ten Conference,Big Ten,TRUE,OT,2015,9,TRUE
400785259,s:40~l:41~e:400785259~c:400785259,2015-03-15T19:15Z,13365,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"THE AMERICAN MEN'S CHAMPIONSHIP - FINAL""""}]",2015-03-15T19:15Z,39,CC,64,XL Center,Hartford,CT,15558,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2567,s:40~l:41~t:2567,SMU,Mustangs,SMU,SMU Mustangs,SMU,E32F38,ecdcb9,TRUE,1961,https://a.espncdn.com/i/teamlogos/ncaa/500/2567.png,62,41,s:40~l:41~t:41,UConn,Huskies,CONN,UConn Huskies,UConn,001d40,f1f2f3,TRUE,1956,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,62,400785259,2,62,American Athletic Conference,American,TRUE,"",2015,39,TRUE
