id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,game_id,season_type,status.type.altDetail,season,groups.id,groups.name,groups.shortName,groups.isConference,tournamentId,PBP,team_box
400872092,s:40~l:41~e:400872092~c:400872092,2016-03-20T23:30Z,2050,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 2ND ROUND'}]",2016-03-20T23:30Z,,"",488,University Credit Union Pavilion,Moraga,CA,3500,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2608,s:40~l:41~t:2608,Saint Mary's,Gaels,SMC,Saint Mary's Gaels,Saint Mary's,003768,d02f35,TRUE,488,https://a.espncdn.com/i/teamlogos/ncaa/500/2608.png,29,61,s:40~l:41~t:61,Georgia,Bulldogs,UGA,Georgia Bulldogs,Georgia,CC0000,000000,TRUE,2088,https://a.espncdn.com/i/teamlogos/ncaa/500/61.png,23,400872092,3,"",2016,,"","",,21,TRUE,TRUE
400871674,s:40~l:41~e:400871674~c:400871674,2016-03-20T16:00Z,8185,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 2ND ROUND'}]",2016-03-20T16:00Z,,"",317,Value City Arena,Columbus,OH,19049,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,194,s:40~l:41~t:194,Ohio State,Buckeyes,OSU,Ohio State Buckeyes,Ohio State,de3129,666666,TRUE,317,https://a.espncdn.com/i/teamlogos/ncaa/500/194.png,7,57,s:40~l:41~t:57,Florida,Gators,FLA,Florida Gators,Florida,0021A5,0021a5,TRUE,360,https://a.espncdn.com/i/teamlogos/ncaa/500/57.png,23,400871674,3,"",2016,,"","",,21,TRUE,TRUE
400872090,s:40~l:41~e:400872090~c:400872090,2016-03-19T16:00Z,6471,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 2ND ROUND'}]",2016-03-19T16:00Z,,"",353,CHI Health Center Omaha,Omaha,NE,17352,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,156,s:40~l:41~t:156,Creighton,Bluejays,CREI,Creighton Bluejays,Creighton,13299e,00235d,TRUE,353,https://a.espncdn.com/i/teamlogos/ncaa/500/156.png,4,2681,s:40~l:41~t:2681,Wagner,Seahawks,WAG,Wagner Seahawks,Wagner,00483A,ffffff,TRUE,2085,https://a.espncdn.com/i/teamlogos/ncaa/500/2681.png,19,400872090,3,"",2016,,"","",,21,TRUE,TRUE
400872091,s:40~l:41~e:400872091~c:400872091,2016-03-19T01:30Z,12379,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 2ND ROUND'}]",2016-03-19T01:30Z,,"",2108,Marriott Center,Provo,UT,18987,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,252,s:40~l:41~t:252,BYU,Cougars,BYU,BYU Cougars,BYU,001E4C,ffffff,TRUE,2108,https://a.espncdn.com/i/teamlogos/ncaa/500/252.png,29,259,s:40~l:41~t:259,Virginia Tech,Hokies,VT,Virginia Tech Hokies,Virginia Tech,74232D,c2c1ba,TRUE,2119,https://a.espncdn.com/i/teamlogos/ncaa/500/259.png,2,400872091,3,"",2016,,"","",,21,TRUE,TRUE
400871676,s:40~l:41~e:400871676~c:400871676,2016-03-17T23:00Z,4991,TRUE,FALSE,FALSE,TRUE,"[{'type': 'event', 'headline': 'NIT - 2ND ROUND'}]",2016-03-17T23:00Z,,"",2159,Athletics-Recreation Center,Valparaiso,IN,5000,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2674,s:40~l:41~t:2674,Valparaiso,Beacons,VALP,Valparaiso Beacons,Valparaiso,794500,"",TRUE,2159,https://a.espncdn.com/i/teamlogos/ncaa/500/2674.png,45,52,s:40~l:41~t:52,Florida State,Seminoles,FSU,Florida State Seminoles,Florida State,782F40,ceb888,TRUE,1952,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,2,400871676,3,"",2016,,"","",,21,TRUE,TRUE
400871453,s:40~l:41~e:400871453~c:400871453,2016-03-17T02:00Z,8420,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2016-03-17T02:00Z,,"",2108,Marriott Center,Provo,UT,18987,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,252,s:40~l:41~t:252,BYU,Cougars,BYU,BYU Cougars,BYU,001E4C,ffffff,TRUE,2108,https://a.espncdn.com/i/teamlogos/ncaa/500/252.png,29,5,s:40~l:41~t:5,UAB,Blazers,UAB,UAB Blazers,UAB,054338,ffc845,TRUE,2155,https://a.espncdn.com/i/teamlogos/ncaa/500/5.png,11,400871453,3,"",2016,,"","",,21,TRUE,TRUE
400871459,s:40~l:41~e:400871459~c:400871459,2016-03-17T01:00Z,2932,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2016-03-17T01:00Z,,"",2206,McCamish Pavilion,Atlanta,GA,8600,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,59,s:40~l:41~t:59,Georgia Tech,Yellow Jackets,GT,Georgia Tech Yellow Jackets,Georgia Tech,00223e,002c56,TRUE,2206,https://a.espncdn.com/i/teamlogos/ncaa/500/59.png,2,248,s:40~l:41~t:248,Houston,Cougars,HOU,Houston Cougars,Houston,C90822,231f20,TRUE,2126,https://a.espncdn.com/i/teamlogos/ncaa/500/248.png,62,400871459,3,"",2016,,"","",,21,TRUE,TRUE
400871463,s:40~l:41~e:400871463~c:400871463,2016-03-17T00:00Z,1083,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2016-03-17T00:00Z,,"",2125,Charles E. Smith Center,Washington,DC,4338,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,45,s:40~l:41~t:45,George Washington,Colonials,GW,George Washington Colonials,G Washington,002843,e8d2a1,TRUE,2125,https://a.espncdn.com/i/teamlogos/ncaa/500/45.png,3,2275,s:40~l:41~t:2275,Hofstra,Pride,HOF,Hofstra Pride,Hofstra,00337c,f6c934,TRUE,2058,https://a.espncdn.com/i/teamlogos/ncaa/500/2275.png,10,400871463,3,"",2016,,"","",,21,TRUE,TRUE
400871452,s:40~l:41~e:400871452~c:400871452,2016-03-17T00:00Z,8241,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2016-03-17T00:00Z,,"",2119,Cassell Coliseum,Blacksburg,VA,8925,TRUE,0,0:00,3,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,259,s:40~l:41~t:259,Virginia Tech,Hokies,VT,Virginia Tech Hokies,Virginia Tech,74232D,c2c1ba,TRUE,2119,https://a.espncdn.com/i/teamlogos/ncaa/500/259.png,2,163,s:40~l:41~t:163,Princeton,Tigers,PRIN,Princeton Tigers,Princeton,ff9408,080808,TRUE,1900,https://a.espncdn.com/i/teamlogos/ncaa/500/163.png,12,400871452,3,OT,2016,,"","",,21,TRUE,TRUE
400871462,s:40~l:41~e:400871462~c:400871462,2016-03-16T23:30Z,2661,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2016-03-16T23:30Z,1,STD,2163,OceanFirst Bank Center,West Long Branch,NJ,4100,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2405,s:40~l:41~t:2405,Monmouth,Hawks,MONM,Monmouth Hawks,Monmouth,051844,"",TRUE,2163,https://a.espncdn.com/i/teamlogos/ncaa/500/2405.png,13,2083,s:40~l:41~t:2083,Bucknell,Bison,BUCK,Bucknell Bison,Bucknell,000060,00316e,TRUE,2208,https://a.espncdn.com/i/teamlogos/ncaa/500/2083.png,22,400871462,3,"",2016,,"","",,21,TRUE,TRUE
400871456,s:40~l:41~e:400871456~c:400871456,2016-03-16T23:00Z,2965,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2016-03-16T23:00Z,1,STD,2088,Stegeman Coliseum,Athens,GA,10523,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,61,s:40~l:41~t:61,Georgia,Bulldogs,UGA,Georgia Bulldogs,Georgia,CC0000,000000,TRUE,2088,https://a.espncdn.com/i/teamlogos/ncaa/500/61.png,23,2057,s:40~l:41~t:2057,Belmont,Bruins,BEL,Belmont Bruins,Belmont,182142,c9262d,TRUE,2098,https://a.espncdn.com/i/teamlogos/ncaa/500/2057.png,20,400871456,3,"",2016,,"","",,21,TRUE,TRUE
400871450,s:40~l:41~e:400871450~c:400871450,2016-03-16T23:00Z,4793,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2016-03-16T23:00Z,,"",2042,Reilly Center,Saint Bonaventure,NY,5480,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,179,s:40~l:41~t:179,St. Bonaventure,Bonnies,SBU,St. Bonaventure Bonnies,St. Bonaventure,70261D,"",TRUE,2042,https://a.espncdn.com/i/teamlogos/ncaa/500/179.png,3,2681,s:40~l:41~t:2681,Wagner,Seahawks,WAG,Wagner Seahawks,Wagner,00483A,ffffff,TRUE,2085,https://a.espncdn.com/i/teamlogos/ncaa/500/2681.png,19,400871450,3,"",2016,,"","",,21,TRUE,TRUE
400871457,s:40~l:41~e:400871457~c:400871457,2016-03-16T03:00Z,1154,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2016-03-16T03:00Z,,"",488,University Credit Union Pavilion,Moraga,CA,3500,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2608,s:40~l:41~t:2608,Saint Mary's,Gaels,SMC,Saint Mary's Gaels,Saint Mary's,003768,d02f35,TRUE,488,https://a.espncdn.com/i/teamlogos/ncaa/500/2608.png,29,166,s:40~l:41~t:166,New Mexico State,Aggies,NMSU,New Mexico State Aggies,New Mexico St,891216,000000,TRUE,1937,https://a.espncdn.com/i/teamlogos/ncaa/500/166.png,30,400871457,3,"",2016,,"","",,21,TRUE,TRUE
400871461,s:40~l:41~e:400871461~c:400871461,2016-03-16T02:00Z,8324,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2016-03-16T02:00Z,,"",2111,Viejas Arena,San Diego,CA,12414,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,21,s:40~l:41~t:21,San Diego State,Aztecs,SDSU,San Diego State Aztecs,San Diego State,BF2C37,a8996e,TRUE,2111,https://a.espncdn.com/i/teamlogos/ncaa/500/21.png,44,2870,s:40~l:41~t:2870,Purdue Fort Wayne,Mastodons,PFW,Purdue Fort Wayne Mastodons,Purdue FW,00378A,f0f0f0,TRUE,684,https://a.espncdn.com/i/teamlogos/ncaa/500/2870.png,49,400871461,3,"",2016,,"","",,21,TRUE,TRUE
400871454,s:40~l:41~e:400871454~c:400871454,2016-03-16T01:15Z,2912,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2016-03-16T01:15Z,1,STD,2159,Athletics-Recreation Center,Valparaiso,IN,5000,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2674,s:40~l:41~t:2674,Valparaiso,Beacons,VALP,Valparaiso Beacons,Valparaiso,794500,"",TRUE,2159,https://a.espncdn.com/i/teamlogos/ncaa/500/2674.png,45,2640,s:40~l:41~t:2640,Texas Southern,Tigers,TXSO,Texas Southern Tigers,Texas Southern,6A0403,ebebeb,TRUE,2165,https://a.espncdn.com/i/teamlogos/ncaa/500/2640.png,26,400871454,3,"",2016,,"","",,21,TRUE,TRUE
400871465,s:40~l:41~e:400871465~c:400871465,2016-03-16T01:00Z,6011,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2016-03-16T01:00Z,,"",2123,UNF Arena,Jacksonville,FL,5800,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2454,s:40~l:41~t:2454,North Florida,Ospreys,UNF,North Florida Ospreys,North Florida,004B8D,babcbe,TRUE,2123,https://a.espncdn.com/i/teamlogos/ncaa/500/2454.png,46,57,s:40~l:41~t:57,Florida,Gators,FLA,Florida Gators,Florida,0021A5,0021a5,TRUE,360,https://a.espncdn.com/i/teamlogos/ncaa/500/57.png,23,400871465,3,"",2016,,"","",,21,TRUE,TRUE
400871460,s:40~l:41~e:400871460~c:400871460,2016-03-16T01:00Z,3505,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2016-03-16T01:00Z,1,STD,782,Alaska Airlines Arena,Seattle,WA,10000,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,264,s:40~l:41~t:264,Washington,Huskies,WASH,Washington Huskies,Washington,2B2F64,e8e3d3,TRUE,782,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,21,299,s:40~l:41~t:299,Long Beach State,Beach,LBSU,Long Beach State Beach,Long Beach St,000000,f1f2f3,TRUE,539,https://a.espncdn.com/i/teamlogos/ncaa/500/299.png,9,400871460,3,"",2016,,"","",,21,TRUE,TRUE
400871451,s:40~l:41~e:400871451~c:400871451,2016-03-16T01:00Z,6305,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2016-03-16T01:00Z,,"",353,CHI Health Center Omaha,Omaha,NE,17352,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,156,s:40~l:41~t:156,Creighton,Bluejays,CREI,Creighton Bluejays,Creighton,13299e,00235d,TRUE,353,https://a.espncdn.com/i/teamlogos/ncaa/500/156.png,4,333,s:40~l:41~t:333,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Alabama,690014,f1f2f3,TRUE,1925,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,23,400871451,3,"",2016,,"","",,21,TRUE,TRUE
400871464,s:40~l:41~e:400871464~c:400871464,2016-03-15T23:00Z,4698,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2016-03-15T23:00Z,,"",317,Value City Arena,Columbus,OH,19049,TRUE,0,0:00,3,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,194,s:40~l:41~t:194,Ohio State,Buckeyes,OSU,Ohio State Buckeyes,Ohio State,de3129,666666,TRUE,317,https://a.espncdn.com/i/teamlogos/ncaa/500/194.png,7,2006,s:40~l:41~t:2006,Akron,Zips,AKR,Akron Zips,Akron,00285e,84754e,TRUE,2203,https://a.espncdn.com/i/teamlogos/ncaa/500/2006.png,14,400871464,3,OT,2016,,"","",,21,TRUE,TRUE
400871458,s:40~l:41~e:400871458~c:400871458,2016-03-15T23:00Z,2566,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2016-03-15T23:00Z,,"",1962,Colonial Life Arena,Columbia,SC,18000,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,2579,s:40~l:41~t:2579,South Carolina,Gamecocks,SC,South Carolina Gamecocks,South Carolina,670010,000000,TRUE,1962,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,23,2272,s:40~l:41~t:2272,High Point,Panthers,HP,High Point Panthers,High Point,b0b7bc,ebebeb,TRUE,7116,https://a.espncdn.com/i/teamlogos/ncaa/500/2272.png,6,400871458,3,"",2016,,"","",,21,TRUE,TRUE
400871455,s:40~l:41~e:400871455~c:400871455,2016-03-15T23:00Z,2496,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'NIT - 1ST ROUND'}]",2016-03-15T23:00Z,,"",1952,Donald L. Tucker Center,Tallahassee,FL,11500,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,52,s:40~l:41~t:52,Florida State,Seminoles,FSU,Florida State Seminoles,Florida State,782F40,ceb888,TRUE,1952,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,2,2166,s:40~l:41~t:2166,Davidson,Wildcats,DAV,Davidson Wildcats,Davidson,000000,e51837,TRUE,194,https://a.espncdn.com/i/teamlogos/ncaa/500/2166.png,3,400871455,3,"",2016,,"","",,21,TRUE,TRUE
400871118,s:40~l:41~e:400871118~c:400871118,2016-03-13T19:15Z,7990,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""THE AMERICAN MEN'S CHAMPIONSHIP - FINAL""""""""}]",2016-03-13T19:15Z,39,CC,3432,Amway Center,Orlando,FL,0,FALSE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,41,s:40~l:41~t:41,UConn,Huskies,CONN,UConn Huskies,UConn,001d40,f1f2f3,TRUE,1956,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,62,235,s:40~l:41~t:235,Memphis,Tigers,MEM,Memphis Tigers,Memphis,003087,898d8d,TRUE,1392,https://a.espncdn.com/i/teamlogos/ncaa/500/235.png,62,400871118,2,"",2016,62,American Athletic Conference,American,TRUE,39,TRUE,TRUE
400871117,s:40~l:41~e:400871117~c:400871117,2016-03-13T19:00Z,16429,TRUE,TRUE,TRUE,FALSE,"[{'type': 'event', 'headline': """"""""BIG TEN MEN'S TOURNAMENT - FINAL""""""""}]",2016-03-13T19:00Z,9,QRR,2183,Bankers Life Fieldhouse,Indianapolis,IN,17923,TRUE,0,0:00,2,3,STATUS_FINAL,post,TRUE,Final,Final,Final,127,s:40~l:41~t:127,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan State,18453B,ffffff,TRUE,1987,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,7,2509,s:40~l:41~t:2509,Purdue,Boilermakers,PUR,Purdue Boilermakers,Purdue,B89D29,a4a9ad,TRUE,399,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,7,400871117,2,"",2016,7,Big Ten Conference,Big Ten,TRUE,9,TRUE,TRUE
